id,home_total_w_i,home_home_w_i,away_total_l_i,away_away_l_i,away_total_w_i,away_away_w_i,home_total_l_i,home_home_l_i,home_away_w_i,home_away_l_i,away_home_w_i,away_home_l_i
400899374,17.0,9.0,6.0,2.0,27.0,16.0,16.0,7.0,8.0,9.0,11.0,4.0
400899381,10.0,5.0,20.0,12.0,15.0,6.0,24.0,12.0,5.0,12.0,9.0,8.0
400899383,16.0,12.0,19.0,8.0,15.0,8.0,18.0,5.0,4.0,13.0,7.0,11.0
400899385,11.0,6.0,21.0,14.0,14.0,5.0,22.0,11.0,5.0,11.0,9.0,7.0
400899387,12.0,7.0,10.0,5.0,22.0,11.0,24.0,9.0,5.0,15.0,11.0,5.0
400899410,16.0,10.0,13.0,7.0,21.0,8.0,16.0,7.0,6.0,9.0,13.0,6.0
400899411,25.0,17.0,21.0,11.0,14.0,4.0,7.0,2.0,8.0,5.0,10.0,10.0
400899413,8.0,7.0,13.0,6.0,21.0,9.0,24.0,8.0,1.0,16.0,12.0,7.0
400899414,16.0,11.0,20.0,9.0,15.0,8.0,17.0,5.0,5.0,12.0,7.0,11.0
400899416,16.0,10.0,15.0,8.0,19.0,8.0,18.0,7.0,6.0,11.0,11.0,7.0
400899417,26.0,13.0,16.0,10.0,16.0,3.0,9.0,3.0,13.0,6.0,13.0,6.0
400899418,22.0,11.0,24.0,15.0,10.0,4.0,14.0,6.0,11.0,8.0,6.0,9.0
400899419,29.0,14.0,19.0,10.0,14.0,7.0,5.0,2.0,15.0,3.0,7.0,9.0
400899421,8.0,5.0,23.0,11.0,11.0,5.0,24.0,14.0,3.0,10.0,6.0,12.0
400899423,20.0,8.0,13.0,6.0,22.0,10.0,14.0,6.0,12.0,8.0,12.0,7.0
400899425,16.0,9.0,18.0,13.0,17.0,4.0,20.0,8.0,7.0,12.0,13.0,5.0
400899427,10.0,6.0,17.0,11.0,16.0,3.0,24.0,9.0,4.0,15.0,13.0,6.0
400899428,27.0,11.0,10.0,5.0,23.0,12.0,7.0,4.0,16.0,3.0,11.0,5.0
400899450,14.0,7.0,19.0,12.0,14.0,7.0,20.0,9.0,7.0,11.0,7.0,7.0
400899451,10.0,6.0,25.0,12.0,10.0,5.0,25.0,9.0,4.0,16.0,5.0,13.0
400899453,12.0,7.0,14.0,7.0,22.0,9.0,25.0,10.0,5.0,15.0,13.0,7.0
400899950,19.0,11.0,14.0,8.0,21.0,8.0,16.0,7.0,8.0,9.0,13.0,6.0
400899951,16.0,7.0,16.0,9.0,18.0,8.0,20.0,11.0,9.0,9.0,10.0,7.0
400899952,16.0,11.0,16.0,9.0,17.0,6.0,18.0,6.0,5.0,12.0,11.0,7.0
400899953,26.0,18.0,18.0,11.0,17.0,6.0,7.0,2.0,8.0,5.0,11.0,7.0
400899954,23.0,12.0,15.0,8.0,22.0,9.0,14.0,6.0,11.0,8.0,13.0,7.0
400899955,30.0,15.0,21.0,14.0,15.0,6.0,5.0,2.0,15.0,3.0,9.0,7.0
400899956,15.0,7.0,26.0,13.0,10.0,5.0,19.0,7.0,8.0,12.0,5.0,13.0
400899957,18.0,13.0,25.0,16.0,8.0,1.0,18.0,5.0,5.0,13.0,7.0,9.0
400899958,23.0,11.0,14.0,7.0,22.0,10.0,11.0,5.0,12.0,6.0,12.0,7.0
400899959,16.0,9.0,16.0,9.0,20.0,8.0,21.0,9.0,7.0,12.0,12.0,7.0
400899960,14.0,10.0,16.0,9.0,19.0,9.0,22.0,10.0,4.0,12.0,10.0,7.0
400899961,27.0,14.0,15.0,9.0,21.0,8.0,9.0,3.0,13.0,6.0,13.0,6.0
400899962,11.0,7.0,25.0,16.0,11.0,4.0,24.0,9.0,4.0,15.0,7.0,9.0
400899964,14.0,7.0,7.0,3.0,28.0,16.0,21.0,10.0,7.0,11.0,12.0,4.0
400899963,15.0,9.0,25.0,15.0,13.0,5.0,22.0,7.0,6.0,15.0,8.0,10.0
400899965,16.0,13.0,24.0,12.0,11.0,5.0,18.0,6.0,3.0,12.0,6.0,12.0
400899966,16.0,7.0,9.0,6.0,28.0,13.0,21.0,12.0,9.0,9.0,15.0,3.0
400899967,21.0,9.0,24.0,10.0,9.0,3.0,14.0,6.0,12.0,8.0,6.0,14.0
400899968,8.0,7.0,8.0,5.0,26.0,8.0,26.0,9.0,1.0,17.0,18.0,3.0
400899969,18.0,11.0,19.0,12.0,16.0,5.0,16.0,7.0,7.0,9.0,11.0,7.0
400899970,13.0,8.0,26.0,13.0,11.0,6.0,26.0,10.0,5.0,16.0,5.0,13.0
400899971,31.0,16.0,16.0,9.0,22.0,9.0,5.0,2.0,15.0,3.0,13.0,7.0
400899972,15.0,7.0,14.0,8.0,24.0,11.0,20.0,8.0,8.0,12.0,13.0,6.0
400899973,19.0,14.0,19.0,12.0,17.0,6.0,18.0,5.0,5.0,13.0,11.0,7.0
400899974,22.0,10.0,23.0,12.0,14.0,4.0,14.0,6.0,12.0,8.0,10.0,11.0
400899975,18.0,11.0,11.0,6.0,24.0,12.0,18.0,7.0,7.0,11.0,12.0,5.0
400899976,21.0,13.0,22.0,11.0,14.0,7.0,16.0,6.0,8.0,10.0,7.0,11.0
400899977,11.0,6.0,15.0,8.0,22.0,10.0,25.0,12.0,5.0,13.0,12.0,7.0
400899978,11.0,7.0,16.0,9.0,20.0,10.0,25.0,10.0,4.0,15.0,10.0,7.0
400899979,29.0,12.0,17.0,10.0,20.0,8.0,7.0,4.0,17.0,3.0,12.0,7.0
400899981,8.0,7.0,25.0,11.0,9.0,3.0,27.0,10.0,1.0,17.0,6.0,14.0
400899983,18.0,11.0,18.0,12.0,17.0,3.0,17.0,8.0,7.0,9.0,14.0,6.0
400899982,25.0,13.0,27.0,14.0,11.0,6.0,14.0,6.0,12.0,8.0,5.0,13.0
400899984,24.0,12.0,9.0,6.0,29.0,14.0,12.0,5.0,12.0,7.0,15.0,3.0
400899985,23.0,13.0,15.0,8.0,23.0,11.0,16.0,7.0,10.0,9.0,12.0,7.0
400899986,12.0,7.0,8.0,5.0,27.0,9.0,25.0,9.0,5.0,16.0,18.0,3.0
400899987,15.0,7.0,6.0,3.0,31.0,15.0,21.0,9.0,8.0,12.0,16.0,3.0
400933467,16.0,10.0,21.0,12.0,17.0,7.0,22.0,7.0,6.0,15.0,10.0,9.0
400899988,14.0,9.0,22.0,9.0,16.0,9.0,26.0,10.0,5.0,16.0,7.0,13.0
400899989,17.0,11.0,24.0,13.0,14.0,4.0,20.0,7.0,6.0,13.0,10.0,11.0
400899990,19.0,12.0,16.0,10.0,22.0,8.0,18.0,7.0,7.0,11.0,14.0,6.0
400899991,11.0,6.0,26.0,15.0,11.0,4.0,26.0,13.0,5.0,13.0,7.0,11.0
400899992,18.0,14.0,19.0,11.0,19.0,7.0,18.0,6.0,4.0,12.0,12.0,8.0
400899993,24.0,12.0,14.0,8.0,23.0,12.0,13.0,6.0,12.0,7.0,11.0,6.0
400899994,8.0,7.0,16.0,9.0,21.0,11.0,28.0,11.0,1.0,17.0,10.0,7.0
400899995,30.0,15.0,18.0,11.0,20.0,8.0,9.0,3.0,15.0,6.0,12.0,7.0
400899996,30.0,13.0,18.0,9.0,18.0,7.0,7.0,4.0,17.0,3.0,11.0,9.0
400899997,23.0,12.0,8.0,5.0,28.0,10.0,16.0,7.0,11.0,9.0,18.0,3.0
400899998,15.0,10.0,23.0,15.0,16.0,6.0,26.0,10.0,5.0,16.0,10.0,8.0
400899999,32.0,16.0,28.0,15.0,11.0,6.0,6.0,3.0,16.0,3.0,5.0,13.0
400900000,15.0,7.0,21.0,12.0,18.0,8.0,22.0,10.0,8.0,12.0,10.0,9.0
